District,LBCode,LBName,WardCode,WardName,Candidate,Gender,Party,Votes
KOZHIKKODE,G11070,Peruvayal,G11070019,VELLIPPARAMBA NORTH,BEENA SOMAN,F,BJP,182
KOZHIKKODE,G11070,Peruvayal,G11070019,VELLIPPARAMBA NORTH,SAIRABI ORUVANGARA,F,CPI(M),610
KOZHIKKODE,G11070,Peruvayal,G11070019,VELLIPPARAMBA NORTH,SUHARABI,F,IND,9
KOZHIKKODE,G11070,Peruvayal,G11070019,VELLIPPARAMBA NORTH,RAMSEENA TEACHER,F,IUML,469
KOZHIKKODE,G11070,Peruvayal,G11070019,VELLIPPARAMBA NORTH,Invalid Votes,,,0
KOZHIKKODE,G11070,Peruvayal,G11070020,VELLIPPARAMBA EAST,NIDHINI.C.N,F,IND,73
KOZHIKKODE,G11070,Peruvayal,G11070020,VELLIPPARAMBA EAST,MAHIJA KUMARI,F,INC,539
KOZHIKKODE,G11070,Peruvayal,G11070020,VELLIPPARAMBA EAST,SANILA,F,CPI(M),508
KOZHIKKODE,G11070,Peruvayal,G11070020,VELLIPPARAMBA EAST,SABITHA PREMARAJAN,F,BJP,417
KOZHIKKODE,G11070,Peruvayal,G11070020,VELLIPPARAMBA EAST,Invalid Votes,,,0
KOZHIKKODE,G11070,Peruvayal,G11070021,GOSHALIKKUNNU,K.M.GANESHAN,M,CPI(M),620
KOZHIKKODE,G11070,Peruvayal,G11070021,GOSHALIKKUNNU,PRASEETH KUMAR,M,INC,702
KOZHIKKODE,G11070,Peruvayal,G11070021,GOSHALIKKUNNU,V.P.RAVEENDRAN,M,BJP,86
KOZHIKKODE,G11070,Peruvayal,G11070021,GOSHALIKKUNNU,RIYAS,M,SDPI,28
KOZHIKKODE,G11070,Peruvayal,G11070021,GOSHALIKKUNNU,Invalid Votes,,,0
KOZHIKKODE,G11070,Peruvayal,G11070022,KUTTIKKATTUR,BINDHU MURALI,F,BJP,232
KOZHIKKODE,G11070,Peruvayal,G11070022,KUTTIKKATTUR,BRINDA VIRUPPIL,F,CPI(M),257
KOZHIKKODE,G11070,Peruvayal,G11070022,KUTTIKKATTUR,Y.V.SANTHA,F,INC,584
KOZHIKKODE,G11070,Peruvayal,G11070022,KUTTIKKATTUR,SAINABA.C.,F,SDPI,24
KOZHIKKODE,G11070,Peruvayal,G11070022,KUTTIKKATTUR,Invalid Votes,,,0
KOZHIKKODE,G11071,Perumanna,G11071001,PAYYADIMETHAL,ASHRAF KANDANCHERI,M,IUML,186
KOZHIKKODE,G11071,Perumanna,G11071001,PAYYADIMETHAL,NITHYANANDAN,M,BJP,263
KOZHIKKODE,G11071,Perumanna,G11071001,PAYYADIMETHAL,T. NISSAR,M,CPI(M),833
KOZHIKKODE,G11071,Perumanna,G11071001,PAYYADIMETHAL,Invalid Votes,,,0
KOZHIKKODE,G11071,Perumanna,G11071002,PAYYADITHAZHAM,VADAKKUMURI GOURI SANKAR,M,INC,533
KOZHIKKODE,G11071,Perumanna,G11071002,PAYYADITHAZHAM,N. V. BALAN NAIR,M,CPI(M),550
KOZHIKKODE,G11071,Perumanna,G11071002,PAYYADITHAZHAM,HARIDASAN,M,BJP,320
KOZHIKKODE,G11071,Perumanna,G11071002,PAYYADITHAZHAM,Invalid Votes,,,0
KOZHIKKODE,G11071,Perumanna,G11071003,PARAKKOTTUTHAZHAM,KIZHAKKETHODI BALAN,M,IND(UDF),513
KOZHIKKODE,G11071,Perumanna,G11071003,PARAKKOTTUTHAZHAM,RAJESH,M,BJP,227
KOZHIKKODE,G11071,Perumanna,G11071003,PARAKKOTTUTHAZHAM,V.P.SYAM KUMAR,M,CPI(M),468
KOZHIKKODE,G11071,Perumanna,G11071003,PARAKKOTTUTHAZHAM,Invalid Votes,,,0
KOZHIKKODE,G11071,Perumanna,G11071004,PERUMANNA NORTH,ANIL KUMAR,M,BJP,45
KOZHIKKODE,G11071,Perumanna,G11071004,PERUMANNA NORTH,K.E.RASHEED,M,CPI(M),406
KOZHIKKODE,G11071,Perumanna,G11071004,PERUMANNA NORTH,U.K.RUHAIMATH,F,IUML,769
KOZHIKKODE,G11071,Perumanna,G11071004,PERUMANNA NORTH,Invalid Votes,,,0
KOZHIKKODE,G11071,Perumanna,G11071005,ARATHIL PARAMB,INDIRA,F,BJP,77
KOZHIKKODE,G11071,Perumanna,G11071005,ARATHIL PARAMB,MUTHUMANA NALINI TEACHER,F,INC,579
KOZHIKKODE,G11071,Perumanna,G11071005,ARATHIL PARAMB,MALATHI.V,F,IND,197
KOZHIKKODE,G11071,Perumanna,G11071005,ARATHIL PARAMB,P.K.VALSALA,F,IND(LDF),542
KOZHIKKODE,G11071,Perumanna,G11071005,ARATHIL PARAMB,Invalid Votes,,,0
KOZHIKKODE,G11071,Perumanna,G11071006,PERUMAN PURA,AJITHA.K.V,F,CPI(M),709
KOZHIKKODE,G11071,Perumanna,G11071006,PERUMAN PURA,USHA,F,BJP,283
KOZHIKKODE,G11071,Perumanna,G11071006,PERUMAN PURA,SANTHAKUMARI KALAPPUNANILA,F,INC,184
KOZHIKKODE,G11071,Perumanna,G11071006,PERUMAN PURA,Invalid Votes,,,0
KOZHIKKODE,G11071,Perumanna,G11071007,THAYYIL THAZHAM,K.AJITHA,F,CPI(M),649
KOZHIKKODE,G11071,Perumanna,G11071007,THAYYIL THAZHAM,BINDU.S.NAIR,F,IND(UDF),285
KOZHIKKODE,G11071,Perumanna,G11071007,THAYYIL THAZHAM,SOBITHA,F,BJP,155
KOZHIKKODE,G11071,Perumanna,G11071007,THAYYIL THAZHAM,Invalid Votes,,,0
KOZHIKKODE,G11071,Perumanna,G11071008,PARAMMAL,AYISHABI KANDIYIL,F,INC,456
KOZHIKKODE,G11071,Perumanna,G11071008,PARAMMAL,JOSHILA,F,BJP,59
KOZHIKKODE,G11071,Perumanna,G11071008,PARAMMAL,A.SOBHANAKUMARI,F,CPI(M),840
KOZHIKKODE,G11071,Perumanna,G11071008,PARAMMAL,Invalid Votes,,,0
KOZHIKKODE,G11071,Perumanna,G11071009,NERATUKUNNU,BEENA KOTTAYI,F,INC,626
KOZHIKKODE,G11071,Perumanna,G11071009,NERATUKUNNU,RAJAN.K,M,BJP,224
KOZHIKKODE,G11071,Perumanna,G11071009,NERATUKUNNU,E.K.SUBRAHMANIYAN,M,CPI(M),482
KOZHIKKODE,G11071,Perumanna,G11071009,NERATUKUNNU,PAROL SATHYAN,M,IND,21
KOZHIKKODE,G11071,Perumanna,G11071009,NERATUKUNNU,SUNIL KUMAR,M,IND,25
KOZHIKKODE,G11071,Perumanna,G11071009,NERATUKUNNU,Invalid Votes,,,0
KOZHIKKODE,G11071,Perumanna,G11071010,VELLAYIKKODE,AANI RAJ,F,BJP,126
KOZHIKKODE,G11071,Perumanna,G11071010,VELLAYIKKODE,JISHA.KP,F,CPI(M),512
KOZHIKKODE,G11071,Perumanna,G11071010,VELLAYIKKODE,SHEREEFA.N.K,F,IUML,688
KOZHIKKODE,G11071,Perumanna,G11071010,VELLAYIKKODE,Invalid Votes,,,0
KOZHIKKODE,G11071,Perumanna,G11071011,PERUMANNA SOUTH,USHA KUMARI,F,CPI,770
KOZHIKKODE,G11071,Perumanna,G11071011,PERUMANNA SOUTH,JIJINA,F,BJP,98
KOZHIKKODE,G11071,Perumanna,G11071011,PERUMANNA SOUTH,SAKKEENA,F,IUML,385
KOZHIKKODE,G11071,Perumanna,G11071011,PERUMANNA SOUTH,Invalid Votes,,,0
KOZHIKKODE,G11071,Perumanna,G11071012,PARAKKANDAM,M.A.PRATHEESH,M,CPI(M),586
KOZHIKKODE,G11071,Perumanna,G11071012,PARAKKANDAM,ERAMKULANGARA RAJESH,M,INC,497
KOZHIKKODE,G11071,Perumanna,G11071012,PARAKKANDAM,SIVADASAN,M,IND,76
KOZHIKKODE,G11071,Perumanna,G11071012,PARAKKANDAM,Invalid Votes,,,0
KOZHIKKODE,G11071,Perumanna,G11071013,PUTHOOR MADAM,V.C.ANILKUMAR,M,CPI,339
KOZHIKKODE,G11071,Perumanna,G11071013,PUTHOOR MADAM,CHERAT NOUSHAD,M,IUML,653
KOZHIKKODE,G11071,Perumanna,G11071013,PUTHOOR MADAM,RAJAN,M,BJP,252
KOZHIKKODE,G11071,Perumanna,G11071013,PUTHOOR MADAM,Invalid Votes,,,0
KOZHIKKODE,G11071,Perumanna,G11071014,ILLATH THAZHAM,AJITHAKUMARI.K,F,CPI(M),649
KOZHIKKODE,G11071,Perumanna,G11071014,ILLATH THAZHAM,USHA NARAYANAN,F,INC,359
KOZHIKKODE,G11071,Perumanna,G11071014,ILLATH THAZHAM,SYAMALA,F,BJP,332
KOZHIKKODE,G11071,Perumanna,G11071014,ILLATH THAZHAM,Invalid Votes,,,0
KOZHIKKODE,G11071,Perumanna,G11071015,VALLIKKUNNU,ANEESH,M,BJP,221
KOZHIKKODE,G11071,Perumanna,G11071015,VALLIKKUNNU,V.P.BALAKRISHNAN,M,INC,695
KOZHIKKODE,G11071,Perumanna,G11071015,VALLIKKUNNU,K.P.SHAMEER,M,CPI(M),580
KOZHIKKODE,G11071,Perumanna,G11071015,VALLIKKUNNU,Invalid Votes,,,0
KOZHIKKODE,G11071,Perumanna,G11071016,AMBILOLI,KUMMANGAL AHAMMED,M,IUML,555
KOZHIKKODE,G11071,Perumanna,G11071016,AMBILOLI,ABID AMBILOLI,M,IND(LDF),445
KOZHIKKODE,G11071,Perumanna,G11071016,AMBILOLI,SHIJITH,M,BJP,252
KOZHIKKODE,G11071,Perumanna,G11071016,AMBILOLI,RAHEEM VALAKKADA,M,SDPI,19
KOZHIKKODE,G11071,Perumanna,G11071016,AMBILOLI,Invalid Votes,,,0
KOZHIKKODE,G11071,Perumanna,G11071017,PARAKKULAM,RAJANI.M,F,INC,308
KOZHIKKODE,G11071,Perumanna,G11071017,PARAKKULAM,PARASSERI SYAMALA,F,CPI(M),573
KOZHIKKODE,G11071,Perumanna,G11071017,PARAKKULAM,SHAREENA,F,BJP,228
KOZHIKKODE,G11071,Perumanna,G11071017,PARAKKULAM,Invalid Votes,,,0
KOZHIKKODE,G11071,Perumanna,G11071018,NEDUMPARAMB,NIRMALA,F,BJP,286
KOZHIKKODE,G11071,Perumanna,G11071018,NEDUMPARAMB,M.K.SHAHINA,F,INC,414
KOZHIKKODE,G11071,Perumanna,G11071018,NEDUMPARAMB,K.K.SHEEBA,F,CPI(M),668
KOZHIKKODE,G11071,Perumanna,G11071018,NEDUMPARAMB,Invalid Votes,,,0
KOZHIKKODE,G11072,KADALUNDI,G11072001,CHALIYAM BEACH NORTH,ASHRAF.K.C VAIRAMVALAPPIL,M,IND,289
KOZHIKKODE,G11072,KADALUNDI,G11072001,CHALIYAM BEACH NORTH,ASHRAF.T.C,M,CPI(M),348
KOZHIKKODE,G11072,KADALUNDI,G11072001,CHALIYAM BEACH NORTH,JAMAL.V,M,SDPI,628
KOZHIKKODE,G11072,KADALUNDI,G11072001,CHALIYAM BEACH NORTH,MAYINTAKATH MAJEED,M,IUML,206
KOZHIKKODE,G11072,KADALUNDI,G11072001,CHALIYAM BEACH NORTH,Invalid Votes,,,0
KOZHIKKODE,G11072,KADALUNDI,G11072002,HIGH SCHOOL,JUMAILA.V.K,F,SDPI,149
KOZHIKKODE,G11072,KADALUNDI,G11072002,HIGH SCHOOL,SHAHINA,F,IUML,543
KOZHIKKODE,G11072,KADALUNDI,G11072002,HIGH SCHOOL,RUBAISA.M,F,CPI,472
KOZHIKKODE,G11072,KADALUNDI,G11072002,HIGH SCHOOL,Invalid Votes,,,0
KOZHIKKODE,G11072,KADALUNDI,G11072003,CHALIYAM ANGADI,I.K SOUJATH,F,INL,459
KOZHIKKODE,G11072,KADALUNDI,G11072003,CHALIYAM ANGADI,SHAHARBAN.M,F,IUML,677
KOZHIKKODE,G11072,KADALUNDI,G11072003,CHALIYAM ANGADI,Invalid Votes,,,0
KOZHIKKODE,G11072,KADALUNDI,G11072004,MURUKALLINGAL WEST,USHA PULLISERI,F,CPI(M),420
KOZHIKKODE,G11072,KADALUNDI,G11072004,MURUKALLINGAL WEST,SREEMATHI,F,INC,348
KOZHIKKODE,G11072,KADALUNDI,G11072004,MURUKALLINGAL WEST,SINDHU SIVADASAN,F,BJP,248
KOZHIKKODE,G11072,KADALUNDI,G11072004,MURUKALLINGAL WEST,Invalid Votes,,,0
KOZHIKKODE,G11072,KADALUNDI,G11072005,MURUKALLINGAL EAST,VALSALA.C.P,F,INC,575
KOZHIKKODE,G11072,KADALUNDI,G11072005,MURUKALLINGAL EAST,SHEENA RAJESH,F,BJP,97
KOZHIKKODE,G11072,KADALUNDI,G11072005,MURUKALLINGAL EAST,SULAIKHA.K,F,CPI(M),561
KOZHIKKODE,G11072,KADALUNDI,G11072005,MURUKALLINGAL EAST,Invalid Votes,,,0
KOZHIKKODE,G11072,KADALUNDI,G11072006,VADAKKUMBAD,ARIFA THASNI,F,IND,332
KOZHIKKODE,G11072,KADALUNDI,G11072006,VADAKKUMBAD,K.P .KUNJILAKSHMI,F,BJP,78
KOZHIKKODE,G11072,KADALUNDI,G11072006,VADAKKUMBAD,DEEPASANKARATH,F,INC,201
KOZHIKKODE,G11072,KADALUNDI,G11072006,VADAKKUMBAD,SINDU PRADEEP,F,IND(LDF),448
KOZHIKKODE,G11072,KADALUNDI,G11072006,VADAKKUMBAD,Invalid Votes,,,0
KOZHIKKODE,G11072,KADALUNDI,G11072007,KARAKALI,O.BAKTHAVALSALAN,M,CPI(M),716
KOZHIKKODE,G11072,KADALUNDI,G11072007,KARAKALI,THACHARODI PRABHAKARAN,M,INC,156
KOZHIKKODE,G11072,KADALUNDI,G11072007,KARAKALI,VASUDEVAN,M,BJP,321
KOZHIKKODE,G11072,KADALUNDI,G11072007,KARAKALI,Invalid Votes,,,0
KOZHIKKODE,G11072,KADALUNDI,G11072008,MANNUR NORTH,P.VINEESH,M,CPI(M),596
KOZHIKKODE,G11072,KADALUNDI,G11072008,MANNUR NORTH,PRAKASHAN,M,BJP,311
KOZHIKKODE,G11072,KADALUNDI,G11072008,MANNUR NORTH,LATHASHARMILA,F,INC,312
KOZHIKKODE,G11072,KADALUNDI,G11072008,MANNUR NORTH,Invalid Votes,,,0
KOZHIKKODE,G11072,KADALUNDI,G11072009,PRABODHINI,ARAVINDA KUMAR.K,M,INC,231
KOZHIKKODE,G11072,KADALUNDI,G11072009,PRABODHINI,JIJEESH,M,BJP,251
KOZHIKKODE,G11072,KADALUNDI,G11072009,PRABODHINI,PILAKKATT SHANMUGHAN,M,CPI,630
KOZHIKKODE,G11072,KADALUNDI,G11072009,PRABODHINI,Invalid Votes,,,0
KOZHIKKODE,G11072,KADALUNDI,G11072010,MANNUR VALAVU,DIVAKARAN,M,BJP,107
KOZHIKKODE,G11072,KADALUNDI,G11072010,MANNUR VALAVU,PANNAKKARAN MADHAVAN,M,INC,314
KOZHIKKODE,G11072,KADALUNDI,G11072010,MANNUR VALAVU,BHASKARAN NAIR,M,CPI(M),562
KOZHIKKODE,G11072,KADALUNDI,G11072010,MANNUR VALAVU,Invalid Votes,,,0
KOZHIKKODE,G11072,KADALUNDI,G11072011,ALUNKAL,KONATH BALAN ALIAS VELAYUDH,M,CPI(M),734
KOZHIKKODE,G11072,KADALUNDI,G11072011,ALUNKAL,NAMBAYILDASAN,M,IND,575
KOZHIKKODE,G11072,KADALUNDI,G11072011,ALUNKAL,BALAN.A.V,M,IND,12
KOZHIKKODE,G11072,KADALUNDI,G11072011,ALUNKAL,SANEESH MODUVINGAL,M,BJP,138
KOZHIKKODE,G11072,KADALUNDI,G11072011,ALUNKAL,Invalid Votes,,,0
KOZHIKKODE,G11072,KADALUNDI,G11072012,KEEZHKKOD,MAMBAYIL CHAYICHUTTY,M,CPI(M),447
KOZHIKKODE,G11072,KADALUNDI,G11072012,KEEZHKKOD,RAMESHAN CHELOOR KUPPADA,M,IND,113
KOZHIKKODE,G11072,KADALUNDI,G11072012,KEEZHKKOD,HABEESH MAMBAYIL,M,IND,494
KOZHIKKODE,G11072,KADALUNDI,G11072012,KEEZHKKOD,Invalid Votes,,,0
KOZHIKKODE,G11072,KADALUNDI,G11072013,KAITHAVALAPPU,DEEPAK AMBALI,M,IND,309
KOZHIKKODE,G11072,KADALUNDI,G11072013,KAITHAVALAPPU,SREEJITH,M,BJP,390
KOZHIKKODE,G11072,KADALUNDI,G11072013,KAITHAVALAPPU,C.K .AJAYAKUMAR,M,CPI(M),648
KOZHIKKODE,G11072,KADALUNDI,G11072013,KAITHAVALAPPU,Invalid Votes,,,0
KOZHIKKODE,G11072,KADALUNDI,G11072014,KADALUNDI EAST,UNMESHAN OOTTUKALATHIL M CMPCC(CP,,,202
KOZHIKKODE,G11072,KADALUNDI,G11072014,KADALUNDI EAST,DELJITH,M,BJP,429
KOZHIKKODE,G11072,KADALUNDI,G11072014,KADALUNDI EAST,C.RAMESHAN,M,CPI(M),635
KOZHIKKODE,G11072,KADALUNDI,G11072014,KADALUNDI EAST,Invalid Votes,,,0
KOZHIKKODE,G11072,KADALUNDI,G11072015,EDACHIRA,DINACHANDRAN.K.T,M,CPI(M),489
KOZHIKKODE,G11072,KADALUNDI,G11072015,EDACHIRA,SASI THAROL,M,INC,190
KOZHIKKODE,G11072,KADALUNDI,G11072015,EDACHIRA,C.SURENDRAN,M,BJP,386
KOZHIKKODE,G11072,KADALUNDI,G11072015,EDACHIRA,Invalid Votes,,,0
KOZHIKKODE,G11072,KADALUNDI,G11072016,MANNUR CENTRAL,RAJITHA,F,BJP,306
KOZHIKKODE,G11072,KADALUNDI,G11072016,MANNUR CENTRAL,SHEEJA.O,F,CPI(M),576
KOZHIKKODE,G11072,KADALUNDI,G11072016,MANNUR CENTRAL,SARALA,F,INC,109
KOZHIKKODE,G11072,KADALUNDI,G11072016,MANNUR CENTRAL,Invalid Votes,,,0
KOZHIKKODE,G11072,KADALUNDI,G11072017,PAZHANCHANNUR,RASNA,F,BJP,243
KOZHIKKODE,G11072,KADALUNDI,G11072017,PAZHANCHANNUR,LIJUNA.K.P,F,CPI(M),540
KOZHIKKODE,G11072,KADALUNDI,G11072017,PAZHANCHANNUR,SANKUNTHALA,F,JD(U),383
KOZHIKKODE,G11072,KADALUNDI,G11072017,PAZHANCHANNUR,Invalid Votes,,,1
KOZHIKKODE,G11072,KADALUNDI,G11072018,KADALUNDIWEST,THOLIYI L PRAVEESH,M,CPI,380
KOZHIKKODE,G11072,KADALUNDI,G11072018,KADALUNDIWEST,P.V. MUHAMMED SHAHID,M,INC,548
KOZHIKKODE,G11072,KADALUNDI,G11072018,KADALUNDIWEST,SHINOD,M,BJP,149
KOZHIKKODE,G11072,KADALUNDI,G11072018,KADALUNDIWEST,Invalid Votes,,,1
KOZHIKKODE,G11072,KADALUNDI,G11072019,VAKKADAVU,JASEENA TEACHER,F,CPI(M),302
KOZHIKKODE,G11072,KADALUNDI,G11072019,VAKKADAVU,DHANYA.C,F,BJP,98
KOZHIKKODE,G11072,KADALUNDI,G11072019,VAKKADAVU,HAKEEMA MALIYEKKAL,F,IUML,722
KOZHIKKODE,G11072,KADALUNDI,G11072019,VAKKADAVU,Invalid Votes,,,0
KOZHIKKODE,G11072,KADALUNDI,G11072020,KAPPALANGADI,NISHA.M,F,CPI(M),699
KOZHIKKODE,G11072,KADALUNDI,G11072020,KAPPALANGADI,BINDU,F,IUML,345
KOZHIKKODE,G11072,KADALUNDI,G11072020,KAPPALANGADI,RATNA,F,BJP,73
KOZHIKKODE,G11072,KADALUNDI,G11072020,KAPPALANGADI,Invalid Votes,,,0
KOZHIKKODE,G11072,KADALUNDI,G11072021,KADUKKA BAZAR,JAMEELA MELEVEETTIL,F,IND,415
KOZHIKKODE,G11072,KADALUNDI,G11072021,KADUKKA BAZAR,LUBAINA BASHEER,F,IUML,424
KOZHIKKODE,G11072,KADALUNDI,G11072021,KADUKKA BAZAR,SALI,F,BJP,126
KOZHIKKODE,G11072,KADALUNDI,G11072021,KADUKKA BAZAR,Invalid Votes,,,0
KOZHIKKODE,G11072,KADALUNDI,G11072022,CHALIYAM KADUKKA BAZAR,AYISHA BEEVI,F,IUML,860
KOZHIKKODE,G11072,KADALUNDI,G11072022,CHALIYAM KADUKKA BAZAR,SALIHATH .K.V,F,SDPI,165
KOZHIKKODE,G11072,KADALUNDI,G11072022,CHALIYAM KADUKKA BAZAR,RASIYABI.P,F,CPI(M),306
KOZHIKKODE,G11072,KADALUNDI,G11072022,CHALIYAM KADUKKA BAZAR,Invalid Votes,,,0
KOZHIKKODE,G11075,Olavanna,G11075001,IRINGALLUR,K.K.KOYA,M,IUML,463
KOZHIKKODE,G11075,Olavanna,G11075001,IRINGALLUR,DEVADASAN,M,IND,8
KOZHIKKODE,G11075,Olavanna,G11075001,IRINGALLUR,M.M.PAVITHRAN,M,CPI(M),854
KOZHIKKODE,G11075,Olavanna,G11075001,IRINGALLUR,SIVANANDAN,M,IND,9
KOZHIKKODE,G11075,Olavanna,G11075001,IRINGALLUR,K.P.SANALKUMAR,M,BJP,397
KOZHIKKODE,G11075,Olavanna,G11075001,IRINGALLUR,Invalid Votes,,,0
KOZHIKKODE,G11075,Olavanna,G11075002,PALAZHI PALA,KANAKAKUMARI,F,BJP,229
KOZHIKKODE,G11075,Olavanna,G11075002,PALAZHI PALA,PRIYA SHAJI,F,INC,591
KOZHIKKODE,G11075,Olavanna,G11075002,PALAZHI PALA,T.P.SUMA,F,CPI(M),960
KOZHIKKODE,G11075,Olavanna,G11075002,PALAZHI PALA,Invalid Votes,,,0
KOZHIKKODE,G11075,Olavanna,G11075003,PALAZHI WEST,M.USHADEVI,F,IND,844
KOZHIKKODE,G11075,Olavanna,G11075003,PALAZHI WEST,PRASEENA RAMESAN,F,BJP,282
KOZHIKKODE,G11075,Olavanna,G11075003,PALAZHI WEST,PICHAPPURATH SINJUMOL,F,INC,626
KOZHIKKODE,G11075,Olavanna,G11075003,PALAZHI WEST,Invalid Votes,,,0
KOZHIKKODE,G11075,Olavanna,G11075004,PALAZHI EAST,JAYALAKSHMI.K.P,F,CPI(M),861
KOZHIKKODE,G11075,Olavanna,G11075004,PALAZHI EAST,JISHA KAIPURATH,F,BJP,425
KOZHIKKODE,G11075,Olavanna,G11075004,PALAZHI EAST,SHAHLATH,F,SDPI,26
KOZHIKKODE,G11075,Olavanna,G11075004,PALAZHI EAST,M.T.SULAIKHA,F,IUML,643
KOZHIKKODE,G11075,Olavanna,G11075004,PALAZHI EAST,Invalid Votes,,,0
KOZHIKKODE,G11075,Olavanna,G11075005,PANTHEERANKAVE NORTH,CHAITHANYA CHITHRAKARAN,F,BJP,573
KOZHIKKODE,G11075,Olavanna,G11075005,PANTHEERANKAVE NORTH,SUMA BABU KOLANGAREDATH,F,INC,229
KOZHIKKODE,G11075,Olavanna,G11075005,PANTHEERANKAVE NORTH,HARSHALATHA,F,CPI(M),810
KOZHIKKODE,G11075,Olavanna,G11075005,PANTHEERANKAVE NORTH,Invalid Votes,,,0
KOZHIKKODE,G11075,Olavanna,G11075006,PANTHEERANKAVE SOUTH,RATHNAKUMARI(USHA),F,BJP,836
KOZHIKKODE,G11075,Olavanna,G11075006,PANTHEERANKAVE SOUTH,SHEENA,F,CPI(M),839
KOZHIKKODE,G11075,Olavanna,G11075006,PANTHEERANKAVE SOUTH,SANDHYA.P,F,INC,139
KOZHIKKODE,G11075,Olavanna,G11075006,PANTHEERANKAVE SOUTH,Invalid Votes,,,0
KOZHIKKODE,G11075,Olavanna,G11075007,POOLENKARA,AMBILI,F,BJP,484
KOZHIKKODE,G11075,Olavanna,G11075007,POOLENKARA,PRAMEELA,F,IND,794
KOZHIKKODE,G11075,Olavanna,G11075007,POOLENKARA,SABISHA RAJESH,F,INC,925
KOZHIKKODE,G11075,Olavanna,G11075007,POOLENKARA,Invalid Votes,,,0
KOZHIKKODE,G11075,Olavanna,G11075008,MUTHUVANATHARA,AKHILA,F,BJP,275
KOZHIKKODE,G11075,Olavanna,G11075008,MUTHUVANATHARA,PUSHPA PRAKASAN CHERAYAKKA,F,IND,758
KOZHIKKODE,G11075,Olavanna,G11075008,MUTHUVANATHARA,SHEEBA,F,CPI(M),699
KOZHIKKODE,G11075,Olavanna,G11075008,MUTHUVANATHARA,SUDHADEVI,F,WPI,27
KOZHIKKODE,G11075,Olavanna,G11075008,MUTHUVANATHARA,Invalid Votes,,,0
KOZHIKKODE,G11075,Olavanna,G11075009,MANAKKADAVE,NIDHEESH.N.P.(KATTA),M,BJP,296
KOZHIKKODE,G11075,Olavanna,G11075009,MANAKKADAVE,BABU,M,IND,16
KOZHIKKODE,G11075,Olavanna,G11075009,MANAKKADAVE,SHAJI,M,CPI(M),606
KOZHIKKODE,G11075,Olavanna,G11075009,MANAKKADAVE,V.P.SHAMSUDHEEN,M,IUML,380
KOZHIKKODE,G11075,Olavanna,G11075009,MANAKKADAVE,SIRAJ POYILIL,M,SDPI,39
KOZHIKKODE,G11075,Olavanna,G11075009,MANAKKADAVE,Invalid Votes,,,0
KOZHIKKODE,G11075,Olavanna,G11075010,KODAL NADAKKAVE,BINDHU GANGADHARAN,F,IND,624
KOZHIKKODE,G11075,Olavanna,G11075010,KODAL NADAKKAVE,MALINI,F,BJP,183
KOZHIKKODE,G11075,Olavanna,G11075010,KODAL NADAKKAVE,RAMANI,F,CPI(M),652
KOZHIKKODE,G11075,Olavanna,G11075010,KODAL NADAKKAVE,Invalid Votes,,,0
KOZHIKKODE,G11075,Olavanna,G11075011,MOORKKANAD,VIMALA,F,BJP,203
KOZHIKKODE,G11075,Olavanna,G11075011,MOORKKANAD,SAJITHA KARIYAPPURATH,F,IUML,576
KOZHIKKODE,G11075,Olavanna,G11075011,MOORKKANAD,SAJITHA BASHEER,F,IND,136
KOZHIKKODE,G11075,Olavanna,G11075011,MOORKKANAD,SMITHA,F,IND,399
KOZHIKKODE,G11075,Olavanna,G11075011,MOORKKANAD,Invalid Votes,,,0
KOZHIKKODE,G11075,Olavanna,G11075012,CHATHOTHARA,K.M.KRISHNANKUTTY KARIYAPPU,M,INC,532
KOZHIKKODE,G11075,Olavanna,G11075012,CHATHOTHARA,KRISHNANKUTTY KOTTUPOYILIL,M,IND,29
KOZHIKKODE,G11075,Olavanna,G11075012,CHATHOTHARA,PURUSHOTHAMAN,M,BJP,295
KOZHIKKODE,G11075,Olavanna,G11075012,CHATHOTHARA,M.N.VENUGOPALAN,M,CPI(M),756
KOZHIKKODE,G11075,Olavanna,G11075012,CHATHOTHARA,Invalid Votes,,,0
KOZHIKKODE,G11075,Olavanna,G11075013,KODINATTUMUKK,VIJAYAN.V,M,CPI(M),1064
KOZHIKKODE,G11075,Olavanna,G11075013,KODINATTUMUKK,V.C.SAJU,M,INC,454
KOZHIKKODE,G11075,Olavanna,G11075013,KODINATTUMUKK,T.P.SADANANDAN POOMARATHIN,M,BJP,810
KOZHIKKODE,G11075,Olavanna,G11075013,KODINATTUMUKK,Invalid Votes,,,0
KOZHIKKODE,G11075,Olavanna,G11075014,PALAKURUMBA,NANIYATT ARSAL,M,INC,612
KOZHIKKODE,G11075,Olavanna,G11075014,PALAKURUMBA,UMMER MASTER,M,WPI,19
KOZHIKKODE,G11075,Olavanna,G11075014,PALAKURUMBA,PALATHOTTIL GIREESH,M,BJP,591
KOZHIKKODE,G11075,Olavanna,G11075014,PALAKURUMBA,PALAKURUMBIL JAYARAJAN,M,IND,617
KOZHIKKODE,G11075,Olavanna,G11075014,PALAKURUMBA,K.SHEEBA,F,CPI,80
KOZHIKKODE,G11075,Olavanna,G11075014,PALAKURUMBA,Invalid Votes,,,0
KOZHIKKODE,G11075,Olavanna,G11075015,OLAVANNA,MADATHIL ABDUL AZEES,M,INC,827
