District,LBCode,LBName,WardCode,Type,WardName,Male,Female,Others,TotalVoters
Malappuram,G10091,Thirunavaya,G10091010,G,KADANANGADI,854,956,0,1810
Malappuram,G10091,Thirunavaya,G10091011,G,THAZHATHARA,811,843,0,1654
Malappuram,G10091,Thirunavaya,G10091012,G,THIRUNAVAYA,848,957,0,1805
Malappuram,G10091,Thirunavaya,G10091013,G,VAVOORKUNNU,881,978,0,1859
Malappuram,G10091,Thirunavaya,G10091014,G,CODACAL,594,756,0,1350
Malappuram,G10091,Thirunavaya,G10091015,G,AJITHAPADI,744,868,0,1612
Malappuram,G10091,Thirunavaya,G10091016,G,KARATHUR SOUTH,626,728,0,1354
Malappuram,G10091,Thirunavaya,G10091017,G,KARATHUR,740,844,0,1584
Malappuram,G10091,Thirunavaya,G10091018,G,SOUTH PALLAR,889,1049,0,1938
Malappuram,G10091,Thirunavaya,G10091019,G,EDAKKULAM,788,917,0,1705
Malappuram,G10091,Thirunavaya,G10091020,G,KUNNUMPURAM,904,1058,0,1962
Malappuram,G10091,Thirunavaya,G10091021,G,CHOONDIKKAL,695,858,0,1553
Malappuram,G10091,Thirunavaya,G10091022,G,VAIRANCODE,672,812,0,1484
Malappuram,G10091,Thirunavaya,G10091023,G,KUTHUKALLU,586,645,0,1231
Malappuram,G10091,Thirunavaya,G10091024,G,KANDAMPARA,718,783,0,1501
Malappuram,G10092,Thavanur,G10092001,G,THAVANUR,703,839,0,1542
Malappuram,G10092,Thavanur,G10092002,G,THAVANUR SOUTH,761,882,0,1643
Malappuram,G10092,Thavanur,G10092003,G,MOOVANKARA,657,733,0,1390
Malappuram,G10092,Thavanur,G10092004,G,KADAKASSERY NORTH,727,869,0,1596
Malappuram,G10092,Thavanur,G10092005,G,KADAKASSERY,708,811,0,1519
Malappuram,G10092,Thavanur,G10092006,G,VELLANCHERY SOUTH,605,652,0,1257
Malappuram,G10092,Thavanur,G10092007,G,VELLANCHERY,660,697,0,1357
Malappuram,G10092,Thavanur,G10092008,G,MADHIRASSERY,696,808,0,1504
Malappuram,G10092,Thavanur,G10092009,G,KOORADA,579,713,0,1292
Malappuram,G10092,Thavanur,G10092010,G,THRIKKANAPURAM WEST,663,738,0,1401
Malappuram,G10092,Thavanur,G10092011,G,THRIKKANAPURAM EAST,423,451,0,874
Malappuram,G10092,Thavanur,G10092012,G,KANJIRAKUTTY,596,668,0,1264
Malappuram,G10092,Thavanur,G10092013,G,KACHERIPARAMBU,665,739,0,1404
Malappuram,G10092,Thavanur,G10092014,G,MARAVANCHERY EAST,679,781,0,1460
Malappuram,G10092,Thavanur,G10092015,G,MARAVANCHERY,669,764,0,1433
Malappuram,G10092,Thavanur,G10092016,G,KALLUR,603,699,0,1302
Malappuram,G10092,Thavanur,G10092017,G,AYANKALAM,853,926,0,1779
Malappuram,G10092,Thavanur,G10092018,G,ANTHYALAMKUDAM,696,859,0,1555
Malappuram,G10092,Thavanur,G10092019,G,ATHALOOR,844,988,0,1832
Malappuram,G10092,Thavanur,G10092020,G,MATHOOR,754,860,0,1614
Malappuram,G10092,Thavanur,G10092021,G,MATTAM,749,874,0,1623
Malappuram,G10093,Vattamkulam,G10093001,G,MANOOR,754,758,0,1512
Malappuram,G10093,Vattamkulam,G10093002,G,KADUNGAMKUNNU,788,840,0,1628
Malappuram,G10093,Vattamkulam,G10093003,G,AREKAVU,786,889,0,1675
Malappuram,G10093,Vattamkulam,G10093004,G,CHEKANOOR,756,839,0,1595
Malappuram,G10093,Vattamkulam,G10093005,G,POTTOOR,685,819,0,1504
Malappuram,G10093,Vattamkulam,G10093006,G,KANTHALOOR,743,880,0,1623
Malappuram,G10093,Vattamkulam,G10093007,G,KUTTIPALA,876,1001,0,1877
Malappuram,G10093,Vattamkulam,G10093008,G,CHOLAKUNNU,787,863,0,1650
Malappuram,G10093,Vattamkulam,G10093009,G,PURAMUNDEKKAD,693,781,0,1474
Malappuram,G10093,Vattamkulam,G10093010,G,NELLISSERY,651,682,0,1333
Malappuram,G10093,Vattamkulam,G10093011,G,NADUVATTAM,641,697,0,1338
Malappuram,G10093,Vattamkulam,G10093012,G,KALADITHARA,809,962,0,1771
Malappuram,G10093,Vattamkulam,G10093013,G,THANNIKKUNNU,720,848,0,1568
Malappuram,G10093,Vattamkulam,G10093014,G,SUKAPURAM,672,712,0,1384
Malappuram,G10093,Vattamkulam,G10093015,G,EDAPPAL CHUNKAM,633,648,0,1281
Malappuram,G10093,Vattamkulam,G10093016,G,UDINIKKARA,712,801,0,1513
Malappuram,G10093,Vattamkulam,G10093017,G,VATTAMKULAM,756,826,0,1582
Malappuram,G10093,Vattamkulam,G10093018,G,THYKKADU,753,855,0,1608
Malappuram,G10093,Vattamkulam,G10093019,G,VELLARAMBU,658,722,0,1380
Malappuram,G10093,Vattamkulam,G10093020,G,MUTHUR,686,745,0,1431
Malappuram,G10093,Vattamkulam,G10093021,G,ERUVAPRA,790,939,0,1729
Malappuram,G10093,Vattamkulam,G10093022,G,THIRUMANIYOOR,769,856,0,1625
Malappuram,G10094,Edappal,G10094001,G,THUYYAM NORTH,631,773,0,1404
Malappuram,G10094,Edappal,G10094002,G,THATTANPADI,559,679,0,1238
Malappuram,G10094,Edappal,G10094003,G,PONNAZHIKKARA,632,737,0,1369
Malappuram,G10094,Edappal,G10094004,G,THARAYKKAL,594,726,0,1320
Malappuram,G10094,Edappal,G10094005,G,POLPPAKKARA,650,754,0,1404
Malappuram,G10094,Edappal,G10094006,G,PERUMPARAMBA,535,623,0,1158
Malappuram,G10094,Edappal,G10094008,G,POROOKKARA,645,728,0,1373
Malappuram,G10094,Edappal,G10094009,G,EDAPPAL ANGAADI,629,757,0,1386
Malappuram,G10094,Edappal,G10094011,G,THALAMUNDA,798,897,0,1695
Malappuram,G10094,Edappal,G10094010,G,EDAPPAL CENTRE,512,597,1,1110
Malappuram,G10094,Edappal,G10094012,G,VENGINIKKARA,591,700,0,1291
Malappuram,G10094,Edappal,G10094013,G,PONKUNNU,616,737,0,1353
Malappuram,G10094,Edappal,G10094014,G,PULIKKAD,761,881,0,1642
Malappuram,G10094,Edappal,G10094016,G,KOLOLAMB,744,851,0,1595
Malappuram,G10094,Edappal,G10094017,G,VAIDHYAR MOOLA,649,799,0,1448
Malappuram,G10094,Edappal,G10094018,G,POOKKARATHARA,683,786,0,1469
Malappuram,G10094,Edappal,G10094019,G,AYILAKKAD EAST,654,820,0,1474
Malappuram,G10094,Edappal,G10094020,G,AYILAKKAD WEST,861,1079,0,1940
Malappuram,G10094,Edappal,G10094021,G,THUYYAM SOUTH,736,855,0,1591
Malappuram,G10094,Edappal,G10094007,G,VAIDHYAR PADI,628,753,0,1381
Malappuram,G10094,Edappal,G10094015,G,KOTTAPURAM,622,706,0,1328
Malappuram,G10095,Kalady,G10095001,G,NARIPARAMBA,638,729,0,1367
Malappuram,G10095,Kalady,G10095002,G,VELLEPPADAM,614,698,0,1312
Malappuram,G10095,Kalady,G10095003,G,THANDILAM,587,653,0,1240
Malappuram,G10095,Kalady,G10095004,G,KADANCHERI,591,727,0,1318
Malappuram,G10095,Kalady,G10095005,G,PARAPPURAM,578,704,0,1282
Malappuram,G10095,Kalady,G10095006,G,CHALAPPURAM,638,706,0,1344
Malappuram,G10095,Kalady,G10095007,G,KALADY,637,729,0,1366
Malappuram,G10095,Kalady,G10095008,G,MOORCHIRA,820,912,0,1732
Malappuram,G10095,Kalady,G10095009,G,POOCHAMKUNNU,633,764,0,1397
Malappuram,G10095,Kalady,G10095010,G,KANDANAKAM,612,663,0,1275
Malappuram,G10095,Kalady,G10095011,G,KAVILPADI,613,656,0,1269
Malappuram,G10095,Kalady,G10095012,G,VEROOR,596,707,0,1303
Malappuram,G10095,Kalady,G10095013,G,OTHAVANCHERI,673,753,0,1426
Malappuram,G10095,Kalady,G10095014,G,THIRUTHI,611,678,0,1289
Malappuram,G10095,Kalady,G10095015,G,KUNDAYAR,593,698,0,1291
Malappuram,G10095,Kalady,G10095016,G,POTHANNUR,609,697,0,1306
Malappuram,G10095,Kalady,G10095017,G,POTHANNUR THEKKUMMURI,641,716,0,1357
Malappuram,G10095,Kalady,G10095018,G,VAYALIPPATTA,632,713,0,1345
Malappuram,G10096,Alamkode,G10096001,G,KALACHAL,729,874,0,1603
Malappuram,G10096,Alamkode,G10096002,G,KAKKIDIKKAL,729,812,0,1541
Malappuram,G10096,Alamkode,G10096003,G,KAKKIDIPURAM,520,656,0,1176
Malappuram,G10096,Alamkode,G10096004,G,THACHUPARAMBA,692,832,0,1524
Malappuram,G10096,Alamkode,G10096005,G,MANTHADAM,653,759,0,1412
Malappuram,G10096,Alamkode,G10096006,G,ALAMKODE,632,743,0,1375
Malappuram,G10096,Alamkode,G10096007,G,UDINIPARAMBA,690,824,0,1514
Malappuram,G10096,Alamkode,G10096008,G,CHIYYANOOR,610,715,0,1325
Malappuram,G10096,Alamkode,G10096009,G,VALAYAMKULAM,772,888,0,1660
Malappuram,G10096,Alamkode,G10096010,G,KOKKUR NORTH,660,733,0,1393
Malappuram,G10096,Alamkode,G10096011,G,KOKKOOR,704,785,0,1489
Malappuram,G10096,Alamkode,G10096012,G,KOKKOOR WEST,731,800,0,1531
Malappuram,G10096,Alamkode,G10096013,G,PAVITTAPURAM,745,866,0,1611
Malappuram,G10096,Alamkode,G10096014,G,OTHALOOR,758,902,0,1660
Malappuram,G10096,Alamkode,G10096015,G,KIZHIKKARA,742,905,0,1647
Malappuram,G10096,Alamkode,G10096016,G,PALLIKUNNU,760,858,0,1618
Malappuram,G10096,Alamkode,G10096017,G,CHANGARAMKULAM EAST,724,816,0,1540
Malappuram,G10096,Alamkode,G10096018,G,CHANGARAMKULAM TOWN,479,558,0,1037
Malappuram,G10096,Alamkode,G10096019,G,MUTHOOR,851,967,0,1818
Malappuram,G10096,Alamkode,G10096020,G,PERUMUKKU,780,903,0,1683
Malappuram,G10096,Alamkode,G10096021,G,PANTHAVOOR,710,824,0,1534
Malappuram,G10097,Maranchery,G10097001,G,Kanhiramukku West,692,738,0,1430
Malappuram,G10097,Maranchery,G10097002,G,Kanhiramukku  East,717,820,0,1537
Malappuram,G10097,Maranchery,G10097004,G,Karingallathani,715,845,0,1560
Malappuram,G10097,Maranchery,G10097005,G,Karakkad,683,837,0,1520
Malappuram,G10097,Maranchery,G10097006,G,Panambad,707,868,0,1575
Malappuram,G10097,Maranchery,G10097007,G,Vadamukku,799,953,0,1752
Malappuram,G10097,Maranchery,G10097008,G,Adhikaripadi,677,845,0,1522
Malappuram,G10097,Maranchery,G10097009,G,Thuruvanam,659,866,0,1525
Malappuram,G10097,Maranchery,G10097010,G,Thamalasseri,794,924,0,1718
Malappuram,G10097,Maranchery,G10097011,G,Marancheri Centre,757,893,0,1650
Malappuram,G10097,Maranchery,G10097012,G,Parichakam South,689,747,0,1436
Malappuram,G10097,Maranchery,G10097013,G,Parichakam North,556,658,0,1214
Malappuram,G10097,Maranchery,G10097014,G,Mukkala,511,619,0,1130
Malappuram,G10097,Maranchery,G10097015,G,Purangu  East,772,946,0,1718
Malappuram,G10097,Maranchery,G10097016,G,Panambad West,690,812,0,1502
Malappuram,G10097,Maranchery,G10097017,G,Purangu West,605,707,0,1312
Malappuram,G10097,Maranchery,G10097018,G,Maramuttam,786,875,0,1661
Malappuram,G10097,Maranchery,G10097019,G,Avindithara,465,531,0,996
Malappuram,G10097,Maranchery,G10097020,G,Avenkotta,633,797,0,1430
Malappuram,G10097,Maranchery,G10097003,G,Alam,702,799,0,1501
Malappuram,G10097,Maranchery,G10097021,G,Kundukadavu West,940,1157,0,2097
Malappuram,G10097,Maranchery,G10097022,G,Kundukadavu East,685,817,0,1502
Malappuram,G10098,Nannamukku,G10098001,G,CHELAKKADAVU,802,986,0,1788
Malappuram,G10098,Nannamukku,G10098002,G,KANNENKAVU,544,635,0,1179
Malappuram,G10098,Nannamukku,G10098003,G,MOOKKUTHALA,517,644,0,1161
Malappuram,G10098,Nannamukku,G10098004,G,KANHIYOOR,654,771,0,1425
Malappuram,G10098,Nannamukku,G10098005,G,CHANGARAMKULAM SOUTH,752,861,0,1613
Malappuram,G10098,Nannamukku,G10098006,G,PALLIKKARA,778,981,0,1759
Malappuram,G10098,Nannamukku,G10098007,G,PALLIKKARA THEKKUMURI,701,859,0,1560
Malappuram,G10098,Nannamukku,G10098008,G,AINICHODE,678,828,0,1506
Malappuram,G10098,Nannamukku,G10098009,G,AMAYIL,532,656,0,1188
Malappuram,G10098,Nannamukku,G10098010,G,NANNAMMUKKU,702,796,0,1498
Malappuram,G10098,Nannamukku,G10098011,G,THARIYATH,715,822,0,1537
Malappuram,G10098,Nannamukku,G10098012,G,KALLURMA,737,854,0,1591
Malappuram,G10098,Nannamukku,G10098013,G,PERUMBAL,819,954,0,1773
Malappuram,G10098,Nannamukku,G10098014,G,MOOKKUTHALA SOUTH,459,545,0,1004
Malappuram,G10098,Nannamukku,G10098015,G,MANAPADI,576,644,0,1220
Malappuram,G10098,Nannamukku,G10098016,G,PIDAVANOOR,494,587,0,1081
Malappuram,G10098,Nannamukku,G10098017,G,MAKKALI,527,678,0,1205
Malappuram,G10098,Nannamukku,G10098018,G,NARANIPUZHA,711,893,0,1604
Malappuram,G10098,Nannamukku,G10098019,G,KOLANCHERI,721,850,0,1571
Malappuram,G10099,Perumbadappu,G10099001,G,THATTUPARAMBU,762,1043,0,1805
Malappuram,G10099,Perumbadappu,G10099002,G,PUTHIYIRUTHI EAST,701,816,0,1517
Malappuram,G10099,Perumbadappu,G10099003,G,AYIROOR NORTH,631,699,0,1330
Malappuram,G10099,Perumbadappu,G10099004,G,AYIROOR EAST,739,866,0,1605
Malappuram,G10099,Perumbadappu,G10099005,G,KODATHOOR NORTH,566,688,0,1254
Malappuram,G10099,Perumbadappu,G10099006,G,PUTHANPALLI,549,617,0,1166
Malappuram,G10099,Perumbadappu,G10099007,G,KOZHAPULLI,752,855,0,1607
Malappuram,G10099,Perumbadappu,G10099008,G,CHERAVALLUR WEST,779,953,0,1732
Malappuram,G10099,Perumbadappu,G10099009,G,CHERAVALLUR EAST,859,894,0,1753
Malappuram,G10099,Perumbadappu,G10099010,G,THAVALAKUNNU,596,689,0,1285
Malappuram,G10099,Perumbadappu,G10099011,G,PERUMPADAPPU,572,683,0,1255
Malappuram,G10099,Perumbadappu,G10099012,G,VANNERI,497,566,0,1063
Malappuram,G10099,Perumbadappu,G10099013,G,CHERAYI,497,562,0,1059
Malappuram,G10099,Perumbadappu,G10099014,G,KODATHOOR SOUTH,688,783,0,1471
Malappuram,G10099,Perumbadappu,G10099015,G,KANDUBAZAR,759,873,0,1632
Malappuram,G10099,Perumbadappu,G10099016,G,PALAPETTI EAST,470,613,0,1083
Malappuram,G10099,Perumbadappu,G10099017,G,POOVANGARA,470,622,0,1092
Malappuram,G10099,Perumbadappu,G10099018,G,PALAPETTI,789,1004,0,1793
Malappuram,G10099,Perumbadappu,G10099019,G,PUTHIYIRUTHI,627,763,0,1390
Malappuram,G10100,Veliyancode,G10100001,G,UMMARGHASI,825,984,0,1809
Malappuram,G10100,Veliyancode,G10100002,G,POOKAITHA,655,786,0,1441
Malappuram,G10100,Veliyancode,G10100003,G,VELIYANCODE EAST,665,786,0,1451
Malappuram,G10100,Veliyancode,G10100004,G,PAZHANJI,590,762,0,1352
Malappuram,G10100,Veliyancode,G10100005,G,MULAMUKKU,565,697,0,1262
Malappuram,G10100,Veliyancode,G10100006,G,PERUMUDISSERI,593,706,0,1299
Malappuram,G10100,Veliyancode,G10100007,G,THAZHATHELPADI,449,549,0,998
Malappuram,G10100,Veliyancode,G10100008,G,PUZHAKKARA,663,794,0,1457
Malappuram,G10100,Veliyancode,G10100009,G,ERAMANGALAM EAST,572,673,0,1245
Malappuram,G10100,Veliyancode,G10100010,G,NAKKOLA,656,773,0,1429
Malappuram,G10100,Veliyancode,G10100011,G,KALATHILPADI,646,797,0,1443
Malappuram,G10100,Veliyancode,G10100012,G,ERAMANGALAM WEST,459,489,0,948
Malappuram,G10100,Veliyancode,G10100013,G,ARAKKILAMKUNNU,592,744,0,1336
Malappuram,G10100,Veliyancode,G10100014,G,KOTHAMUKKU,553,683,0,1236
Malappuram,G10100,Veliyancode,G10100015,G,VALAKKAYA,626,744,0,1370
Malappuram,G10100,Veliyancode,G10100016,G,GRAMAM,556,657,0,1213
Malappuram,G10100,Veliyancode,G10100017,G,AYYOTTICHIRA,665,759,0,1424
Malappuram,G10100,Veliyancode,G10100018,G,THANNITHURA,1062,1402,0,2464
Malappuram,G10100,Veliyancode,G10100019,G,VELIYANCODE TOWN,715,883,0,1598
Malappuram,G10100,Veliyancode,G10100020,G,PATHUMURI,897,1056,0,1953
Malappuram,G10100,Veliyancode,G10100021,G,MATTUMMAL,689,756,0,1445
Malappuram,M10042,Ponnani,M10042001,M,AZHEEKKAL,830,834,0,1664
Malappuram,M10042,Ponnani,M10042002,M,T I U P SCHOOL,403,516,0,919
Malappuram,M10042,Ponnani,M10042003,M,CHANA,579,680,0,1259
Malappuram,M10042,Ponnani,M10042004,M,VELLEERI,633,698,0,1331
Malappuram,M10042,Ponnani,M10042005,M,KUTTIKKAD,726,837,0,1563
Malappuram,M10042,Ponnani,M10042006,M,NILAYORAM,646,754,0,1400
Malappuram,M10042,Ponnani,M10042007,M,KUTTAD,428,488,0,916
Malappuram,M10042,Ponnani,M10042008,M,EZHUVATHIRUTHI,533,642,0,1175
Malappuram,M10042,Ponnani,M10042009,M,ERIKKAMANNA,457,502,0,959
Malappuram,M10042,Ponnani,M10042010,M,KOTTATHARA,542,605,0,1147
Malappuram,M10042,Ponnani,M10042011,M,CHAMRAVATTOM,617,821,0,1438
Malappuram,M10042,Ponnani,M10042012,M,ESWARAMANGALAM,585,668,0,1253
Malappuram,M10042,Ponnani,M10042013,M,NAITHALLUR,518,566,0,1084
Malappuram,M10042,Ponnani,M10042014,M,ATHANI,579,706,0,1285
Malappuram,M10042,Ponnani,M10042015,M,K K JUNCTION,553,620,0,1173
Malappuram,M10042,Ponnani,M10042016,M,CHERUVAIKKARA,652,758,0,1410
Malappuram,M10042,Ponnani,M10042017,M,BIYYAM,694,795,0,1489
Malappuram,M10042,Ponnani,M10042018,M,PUZHAMBRAM,510,655,0,1165
Malappuram,M10042,Ponnani,M10042019,M,GRAMAM,467,559,0,1026
Malappuram,M10042,Ponnani,M10042020,M,ERIKKAMPADAM,575,741,0,1316
Malappuram,M10042,Ponnani,M10042021,M,PULIKKAKADAVU,644,680,0,1324
Malappuram,M10042,Ponnani,M10042022,M,KARUKATHIRUTHY,596,664,0,1260
Malappuram,M10042,Ponnani,M10042023,M,ATTUPURAM,503,577,0,1080
Malappuram,M10042,Ponnani,M10042024,M,KADAVANAD,418,462,0,880
Malappuram,M10042,Ponnani,M10042025,M,POOKAITHA KADAVU,439,497,0,936
Malappuram,M10042,Ponnani,M10042026,M,MEENAKSHIPALAM,712,719,0,1431
Malappuram,M10042,Ponnani,M10042027,M,HEALTH AND WELLNESS CENTER KADAVANADU,523,535,0,1058
Malappuram,M10042,Ponnani,M10042028,M,PALLAPRAM,586,629,0,1215
Malappuram,M10042,Ponnani,M10042029,M,UROOB NAGAR,872,1021,0,1893
Malappuram,M10042,Ponnani,M10042030,M,CHANDANAPADAM,469,549,0,1018
Malappuram,M10042,Ponnani,M10042031,M,THEYYANGAD,643,756,0,1399
Malappuram,M10042,Ponnani,M10042032,M,C V JUNCTION,538,705,0,1243
Malappuram,M10042,Ponnani,M10042033,M,CHANTHAPADI,561,694,0,1255
Malappuram,M10042,Ponnani,M10042034,M,PULLONATH ATHANI,526,635,0,1161
Malappuram,M10042,Ponnani,M10042035,M,CHALERI,529,634,0,1163
Malappuram,M10042,Ponnani,M10042036,M,THRIKKAVU GOVT SCHOOL,568,713,0,1281
Malappuram,M10042,Ponnani,M10042037,M,THRIKKAV,570,652,0,1222
Malappuram,M10042,Ponnani,M10042038,M,VANDIPETTA,595,664,0,1259
Malappuram,M10042,Ponnani,M10042039,M,TOWN,813,893,0,1706
Malappuram,M10042,Ponnani,M10042040,M,THEKKEPURAM,610,767,0,1377
Malappuram,M10042,Ponnani,M10042041,M,MUNICIPAL OFFICE,685,783,0,1468
Malappuram,M10042,Ponnani,M10042042,M,CANOLLY,538,616,0,1154
Malappuram,M10042,Ponnani,M10042043,M,EDASSERI NAGAR,522,614,0,1136
Malappuram,M10042,Ponnani,M10042044,M,PUTHUPONNANI,888,1025,0,1913
Malappuram,M10042,Ponnani,M10042045,M,M I EDUCATION CITY,691,791,0,1482
Malappuram,M10042,Ponnani,M10042046,M,MYLANCHIKKAD,688,779,0,1467
Malappuram,M10042,Ponnani,M10042047,M,MURINJAZHI,791,898,0,1689
Malappuram,M10042,Ponnani,M10042048,M,ANAPPADI,662,722,0,1384
Malappuram,M10042,Ponnani,M10042049,M,M E S COLLEGE,511,627,0,1138
Malappuram,M10042,Ponnani,M10042050,M,MUKKADI,737,838,0,1575
Malappuram,M10042,Ponnani,M10042051,M,GOVERNMENT HOSPITAL,557,702,0,1259
Malappuram,M10042,Ponnani,M10042052,M,MARAKKADAVU,629,739,0,1368
Malappuram,M10042,Ponnani,M10042053,M,G M U P SCHOOL,475,487,0,962
Malappuram,M10043,Tirur,M10043001,M,PORUR,529,610,0,1139
Malappuram,M10043,Tirur,M10043002,M,THAZHEPALAM,382,425,0,807
Malappuram,M10043,Tirur,M10043003,M,NADUVILANGADI,581,697,0,1278
Malappuram,M10043,Tirur,M10043004,M,POOKKAYIL,554,673,0,1227
Malappuram,M10043,Tirur,M10043005,M,PERUVAZHIYAMBALAM,595,689,0,1284
Malappuram,M10043,Tirur,M10043006,M,MICHABHOOMI,695,782,0,1477
Malappuram,M10043,Tirur,M10043007,M,THUMARAKKAVU,595,639,0,1234
Malappuram,M10043,Tirur,M10043009,M,CHEMBRA NORTH,632,681,0,1313
Malappuram,M10043,Tirur,M10043010,M,CHEMBRA,614,627,0,1241
Malappuram,M10043,Tirur,M10043011,M,KANJIRAKUNDU,598,669,0,1267
Malappuram,M10043,Tirur,M10043012,M,MYLADIKKUNNU,622,704,0,1326
Malappuram,M10043,Tirur,M10043013,M,ALINCHUVADU,690,737,0,1427
Malappuram,M10043,Tirur,M10043014,M,KOTT EAST,512,570,0,1082
Malappuram,M10043,Tirur,M10043015,M,PARANNEKKAD,571,637,0,1208
Malappuram,M10043,Tirur,M10043016,M,BUS STAND,423,463,0,886
Malappuram,M10043,Tirur,M10043017,M,VARIYATHARA,561,628,0,1189
Malappuram,M10043,Tirur,M10043018,M,KALLINGAL,496,572,0,1068
Malappuram,M10043,Tirur,M10043019,M,KOTT WEST,616,681,0,1297
Malappuram,M10043,Tirur,M10043020,M,PANAMBALAM,596,681,0,1277
Malappuram,M10043,Tirur,M10043021,M,EZHUR EAST,628,708,0,1336
Malappuram,M10043,Tirur,M10043022,M,KOLAR KUNDU,635,676,0,1311
Malappuram,M10043,Tirur,M10043023,M,NORTH MUTHUR,482,524,0,1006
Malappuram,M10043,Tirur,M10043024,M,MUTHUR,490,609,0,1099
Malappuram,M10043,Tirur,M10043025,M,EZHUR WEST,579,706,0,1285
Malappuram,M10043,Tirur,M10043026,M,EZHUR SOUTH,603,658,0,1261
Malappuram,M10043,Tirur,M10043027,M,KOOTHUPARAMBU,615,715,0,1330
Malappuram,M10043,Tirur,M10043028,M,THEKKUMURI EAST,498,578,0,1076
Malappuram,M10043,Tirur,M10043029,M,THEKKUMURI  SOUTH,419,449,0,868
Malappuram,M10043,Tirur,M10043030,M,PATTUPARAMBU,367,412,0,779
Malappuram,M10043,Tirur,M10043031,M,SOUTH ANNARA,421,453,0,874
Malappuram,M10043,Tirur,M10043032,M,ILLATHA PARAMBU,471,512,7,990
Malappuram,M10043,Tirur,M10043033,M,TRIKKANDIYUR,364,402,0,766
Malappuram,M10043,Tirur,M10043034,M,VISHUPPADAM,507,636,0,1143
Malappuram,M10043,Tirur,M10043035,M,TRIKKANDIYUR EAST,458,501,0,959
Malappuram,M10043,Tirur,M10043036,M,POONGOTTUKULAM,317,344,1,662
Malappuram,M10043,Tirur,M10043037,M,THUNCHAN PARAMBU,560,631,0,1191
Malappuram,M10043,Tirur,M10043039,M,TOWN HALL,300,361,0,661
Malappuram,M10043,Tirur,M10043040,M,NORTH ANNARA,644,738,0,1382
Malappuram,M10043,Tirur,M10043008,M,PAINGOTTUPADAM,801,790,0,1591
Malappuram,M10043,Tirur,M10043038,M,THUNCHANPARAMBU NORTH,571,697,0,1268
Malappuram,M10044,Perinthalmanna,M10044001,M,CHEERATTAMANNA,516,610,0,1126
Malappuram,M10044,Perinthalmanna,M10044002,M,MANATHUMANGALAM,549,588,0,1137
Malappuram,M10044,Perinthalmanna,M10044003,M,KAKKOOTH,622,645,0,1267
Malappuram,M10044,Perinthalmanna,M10044004,M,MUNDATHAPPADI,586,703,0,1289
Malappuram,M10044,Perinthalmanna,M10044005,M,VALIYANGADI,589,671,0,1260
Malappuram,M10044,Perinthalmanna,M10044006,M,KULIRMALA,431,491,0,922
Malappuram,M10044,Perinthalmanna,M10044007,M,CHEMBANKUNNU,714,773,0,1487
Malappuram,M10044,Perinthalmanna,M10044008,M,KUNNUMPURAM,625,699,0,1324
Malappuram,M10044,Perinthalmanna,M10044009,M,AALAKUNNU,713,764,0,1477
Malappuram,M10044,Perinthalmanna,M10044010,M,PONNIYAKURUSSI,677,644,0,1321
Malappuram,M10044,Perinthalmanna,M10044011,M,IDUKKUMUKHAM,567,620,0,1187
Malappuram,M10044,Perinthalmanna,M10044012,M,MANAZHI STAND,464,550,1,1015
Malappuram,M10044,Perinthalmanna,M10044013,M,PANCHAMA,509,598,0,1107
Malappuram,M10044,Perinthalmanna,M10044014,M,KUTTIPPARA,626,777,0,1403
Malappuram,M10044,Perinthalmanna,M10044015,M,KOVILAKAMPADI,727,775,0,1502
Malappuram,M10044,Perinthalmanna,M10044016,M,PATHAIKKARA U.P SCHOOL,476,535,0,1011
Malappuram,M10044,Perinthalmanna,M10044017,M,MANAPPADI,535,607,0,1142
Malappuram,M10044,Perinthalmanna,M10044018,M,P.T.M COLLEGE,217,235,0,452
Malappuram,M10044,Perinthalmanna,M10044019,M,THANNEERPANTHAL,563,586,0,1149
Malappuram,M10044,Perinthalmanna,M10044020,M,OLINKARA,578,677,0,1255
Malappuram,M10044,Perinthalmanna,M10044021,M,AANATHAANAM,604,675,0,1279
Malappuram,M10044,Perinthalmanna,M10044022,M,KIZHAKKEKARA,720,791,0,1511
Malappuram,M10044,Perinthalmanna,M10044023,M,THEKKEKARA,619,652,0,1271
Malappuram,M10044,Perinthalmanna,M10044024,M,PADINJAREKKARA,569,627,0,1196
Malappuram,M10044,Perinthalmanna,M10044025,M,VALAYAMMOOCHI,732,751,0,1483
Malappuram,M10044,Perinthalmanna,M10044026,M,AASHARIKKARA,513,589,0,1102
Malappuram,M10044,Perinthalmanna,M10044027,M,MARUKARAPARAMBA,716,778,0,1494
Malappuram,M10044,Perinthalmanna,M10044028,M,KUNNAPPALLY SOUTH,727,827,0,1554
Malappuram,M10044,Perinthalmanna,M10044029,M,KOLLAKODE,717,723,0,1440
Malappuram,M10044,Perinthalmanna,M10044030,M,VATTAPARA,580,657,0,1237
Malappuram,M10044,Perinthalmanna,M10044031,M,THEKKINKODE,519,687,0,1206
Malappuram,M10044,Perinthalmanna,M10044032,M,KAVUNGAPARAMBA,551,675,0,1226
Malappuram,M10044,Perinthalmanna,M10044033,M,J.N ROAD CENTRAL,527,628,0,1155
Malappuram,M10044,Perinthalmanna,M10044034,M,THOTTAKKARA,546,637,0,1183
Malappuram,M10044,Perinthalmanna,M10044035,M,PUTHOOR,452,522,0,974
